invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-48190800048,2022-06-09,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.61374 41.605828),77,POLK,1032100.0,IMPORTED VODKAS,420,MOET HENNESSY USA,34155,BELVEDERE PURE,6,750,14.99,22.49,24,539.76,18.0,4.75
INV-30421300179,2020-09-22,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322.0,POINT(-93.739105 41.629364),77,POLK,1032100.0,IMPORTED VODKAS,421.0,SAZERAC COMPANY  INC,34366,FRIS DANISH VODKA,12,750,4.99,7.49,24,179.76,18.0,4.75
INV-46189200153,2022-04-05,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322.0,POINT(-93.739105 41.629364),77,POLK,1032100.0,IMPORTED VODKAS,421,SAZERAC COMPANY  INC,34366,FRIS DANISH VODKA,12,750,4.99,7.49,24,179.76,18.0,4.75
INV-48247500030,2022-06-10,2644,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501.0,POINT(-94.177192 42.508343),94,WEBSTER,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,19.0,28.5,18,513.0,18.0,4.75
INV-37140100048,2021-06-02,3524,SAM'S CLUB 6568 / AMES,305 AIRPORT RD,AMES,50010.0,POINT(-93.613648 42.001123),85,STORY,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18.0,4.75
INV-37510600043,2021-06-15,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807.0,POINT(-90.527081 41.559731),82,SCOTT,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18.0,4.75
INV-16663900044,2018-12-31,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722,POINT(-90.48065 41.529655),82,SCOTT,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.5,33.75,18,607.5,18.0,4.75
INV-45684100064,2022-03-17,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105.0,POINT(-96.363535 42.487479),97,WOODBURY,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,19.0,28.5,18,513.0,18.0,4.75
INV-45748900032,2022-03-21,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401.0,POINT(-91.659875 41.97574),57,LINN,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,19.0,28.5,18,513.0,18.0,4.75
INV-16980600129,2019-01-16,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,,82,SCOTT,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.5,33.75,18,607.5,18.0,4.75
INV-27286500027,2020-05-15,3944,SAM'S CLUB 4973 / DUBUQUE,4400 ASBURY RD,DUBUQUE,52002.0,POINT(-90.737821 42.515289),31,DUBUQUE,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18.0,4.75
INV-17562100046,2019-02-14,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314,POINT(-91.410401 41.918328),57,LINN,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.5,33.75,18,607.5,18.0,4.75
INV-19471700049,2019-05-20,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18.0,4.75
INV-25787600073,2020-03-11,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804.0,,82,SCOTT,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18.0,4.75
INV-13687900022,2018-08-07,5427,BEECHER LIQUOR,1691 ASBURY RD,DUBUQUE,52001,POINT(-90.696886 42.500775),31,DUBUQUE,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34422,GREY GOOSE VODKA,6,1000,22.5,33.75,18,607.5,18.0,4.75
INV-29112000024,2020-07-30,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314.0,POINT(-91.410401 41.918328),57,LINN,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18.0,4.75
INV-15132700057,2018-10-18,3420,SAM'S CLUB 6344 / WINDSOR HEIGHTS,1101  73RD ST,WINDSOR HEIGHTS,50311,POINT(-93.718027 41.599172),77,POLK,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE VODKA,6,1000,22.5,33.75,18,607.5,18.0,4.75
INV-15475500025,2018-11-05,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT(-91.659875 41.97574),57,LINN,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE VODKA,6,1000,22.5,33.75,18,607.5,18.0,4.75
INV-15730600036,2018-11-15,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,POINT(-93.23551 43.149557),17,CERRO GORD,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34422,GREY GOOSE VODKA,6,1000,22.5,33.75,18,607.5,18.0,4.75
INV-40738700065,2021-10-06,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804.0,,82,SCOTT,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34433,GREY GOOSE,12,750,15.0,22.5,24,665.76,18.0,4.75
INV-39881900043,2021-09-08,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103.0,POINT(-96.420193 42.510535),97,WOODBURY,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,18.49,27.74,24,665.76,18.0,4.75
INV-13841800001,2018-08-14,5263,BERNIE'S BOOZE LLC,"950, WEST VIEW DR",ROCK VALLEY,51247,POINT(-96.308805 43.199647),84,SIOUX,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34433,GREY GOOSE VODKA,12,750,18.49,27.74,24,665.76,18.0,4.75
INV-38932900041,2021-08-04,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,POINT(-91.701581 42.030129),57,LINN,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,18.49,27.74,24,665.76,18.0,4.75
INV-19744200031,2019-06-03,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.613739 41.60572),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,260,DIAGEO AMERICAS,34449,KETEL ONE CITROEN,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-20991300005,2019-08-02,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.613739 41.60572),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,260,DIAGEO AMERICAS,34449,KETEL ONE CITROEN,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-21536500014,2019-08-28,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,260.0,DIAGEO AMERICAS,34449,KETEL ONE CITROEN,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-35766400002,2021-04-13,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854477 41.615059),25,DALLAS,1032100.0,IMPORTED VODKAS,260.0,DIAGEO AMERICAS,34456,KETEL ONE,12,750,11.33,17.0,24,408.0,18.0,4.75
INV-48502400001,2022-06-20,3934,WAL-MART 1509 / MAQUOKETA,103 E CARLISLE,MAQUOKETA,52060.0,POINT(-90.66292 42.04869),49,JACKSON,1032100.0,IMPORTED VODKAS,260,DIAGEO AMERICAS,34456,KETEL ONE,12,750,11.33,17.0,24,408.0,18.0,4.75
INV-17383800022,2019-02-06,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT(-90.483701 41.552338),82,SCOTT,1032100.0,IMPORTED VODKAS,260.0,DIAGEO AMERICAS,34456,KETEL ONE,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-50863000022,2022-09-01,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,375 SOUTH JORDAN CREEK PARKWAY,WEST DES MOINES,50266,POINT(-93.809473 41.563571),,DALLAS,1032100.0,IMPORTED VODKAS,260,DIAGEO AMERICAS,34456,KETEL ONE,12,750,11.33,17.0,24,408.0,18.0,4.75
INV-28238100003,2020-06-24,3628,WAL-MART 1528 / CEDAR RAPIDS,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402.0,POINT(-91.680734 42.034748),57,LINN,1032100.0,IMPORTED VODKAS,260.0,DIAGEO AMERICAS,34456,KETEL ONE,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-50125100003,2022-08-08,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.61374 41.605828),,POLK,1032100.0,IMPORTED VODKAS,978,W J DEUTSCH & SONS LTD,34596,LUKSUSOWA VODKA,12,750,7.42,11.13,24,267.12,18.0,4.75
INV-29771000030,2020-08-26,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1031200.0,AMERICAN FLAVORED VODKA,434,LUXCO INC,34702,PEARL POMEGRANATE,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-44189000053,2022-01-27,2627,HY-VEE WINE & SPIRITS #1 / MLK,3330 MARTIN LUTHER KING JR PKWY,DES MOINES,50310.0,POINT(-93.650787 41.625924),77,POLK,1032100.0,IMPORTED VODKAS,277,STOLI GROUP,34746,STOLICHNAYA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-46351100046,2022-04-11,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.548919 41.556781),82,SCOTT,1032100.0,IMPORTED VODKAS,277,STOLI GROUP,34746,STOLICHNAYA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-39343500024,2021-08-18,4582,JIFFY #926 / SPIRIT LAKE,"2402, 17TH ST",SPIRIT LAKE,51360.0,POINT(-95.126585 43.42282),30,DICKINSON,1032100.0,IMPORTED VODKAS,277,STOLI GROUP,34746,STOLICHNAYA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-16311700274,2018-12-13,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT(-93.773557 41.561197),77,POLK,1032100.0,IMPORTED VODKAS,240.0,WILLIAM GRANT & SONS INC,34753,REYKA VODKA,6,750,10.97,16.46,24,395.04,18.0,4.75
INV-38281600077,2021-07-13,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722.0,POINT(-90.483701 41.552338),82,SCOTT,1032200.0,IMPORTED FLAVORED VODKA,277.0,STOLI GROUP,34786,STOLICHNAYA BLUEBERI,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-16621600005,2018-12-28,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,POLK,1032100.0,IMPORTED VODKAS,115.0,CONSTELLATION BRANDS INC,34820,SVEDKA 80PRF,12,750,8.25,12.38,24,297.12,18.0,4.75
INV-43611600003,2022-01-07,4182,FAREWAY STORES #008 / DYERSVILLE,1207  12TH AVE SE,DYERSVILLE,52040.0,POINT(-91.111904 42.475277),31,DUBUQUE,1032100.0,IMPORTED VODKAS,115,CONSTELLATION BRANDS INC,34820,SVEDKA 80PRF,12,750,8.0,12.0,24,288.0,18.0,4.75
INV-17660400009,2019-02-19,5685,FAREWAY STORES #190 / CEDAR FALLS,4500 S MAIN ST,CEDAR FALLS,50613,POINT(-92.445875 42.497359),7,BLACK HAWK,1032100.0,IMPORTED VODKAS,115.0,CONSTELLATION BRANDS INC,34820,SVEDKA 80PRF,12,750,8.25,12.38,24,297.12,18.0,4.75
INV-28141200013,2020-06-19,5772,CASEY'S GENERAL STORE #1062 / WINTERSET,527 W SUMMIT ST,WINTERSET,50273.0,POINT(-94.020703 41.330237),61,MADISON,1032100.0,IMPORTED VODKAS,115.0,CONSTELLATION BRANDS INC,34820,SVEDKA 80PRF,12,750,8.25,12.38,24,297.12,18.0,4.75
INV-16614400055,2018-12-28,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.613739 41.60572),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,115.0,CONSTELLATION BRANDS INC,34839,SVEDKA CITRON,12,750,8.25,12.38,24,297.12,18.0,4.75
INV-22926100047,2019-10-31,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,115.0,CONSTELLATION BRANDS INC,34839,SVEDKA CITRON,12,750,8.25,12.38,24,297.12,18.0,4.75
INV-24802600051,2020-01-27,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,115,CONSTELLATION BRANDS INC,34839,SVEDKA CITRON,12,750,8.75,13.13,24,297.12,18.0,4.75
INV-22678900043,2019-10-21,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,395.0,PROXIMO,34886,THREE OLIVES BERRY,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-19164400003,2019-05-06,5385,VINE FOOD & LIQUOR,2704 VINE ST.,WEST DES MOINES,50265,POINT(-93.741511 41.580206),77,POLK,1032100.0,IMPORTED VODKAS,395,PROXIMO,34935,THREE OLIVES 80PRF,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-44705800045,2022-02-14,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596756 41.553941),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,395,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-34577500049,2021-02-25,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596754 41.554101),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,395.0,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-40442900040,2021-09-27,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,395,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-20155900058,2019-06-24,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POINT(-93.596754 41.554101),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,395,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-28942000075,2020-07-23,4988,HAPPY'S WINE & SPIRITS,5925 UNIVERSITY AVE,CEDAR FALLS,50613.0,POINT(-92.429331 42.512766),7,BLACK HAWK,1032200.0,IMPORTED FLAVORED VODKA,395,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-36868200028,2021-05-22,5740,NEW STAR / KNOXVILLE,901 WEST PLEASANT ST,KNOXVILLE,50138.0,POINT(-93.107862 41.320744),63,MARION,1032200.0,IMPORTED FLAVORED VODKA,395,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-14851300078,2018-10-04,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POINT(-93.596754 41.554101),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,395,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-30870800029,2020-10-08,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314.0,POINT(-91.410401 41.918328),57,LINN,1031200.0,AMERICAN FLAVORED VODKA,434.0,LUXCO INC,35179,PEARL BLUEBERRY,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-34402300005,2021-02-17,4627,CASEY'S GENERAL STORE #1388 / SULLY,807 1ST ST,SULLY,50251.0,POINT(-92.844307 41.581097),50,JASPER,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-25384300072,2020-02-21,5908,NEIGHBORHOOD TOBACCO OUTLET / MARION,2500 7TH AVE,MARION,52302.0,POINT(-91.585363 42.033257),57,LINN,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-28579500001,2020-07-08,5833,CASEY'S GENERAL STORE #1546 / FREMONT,203 E MAIN ST,FREMONT,52561.0,POINT(-92.435338 41.212606),62,MAHASKA,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-23580000007,2019-11-30,5473,NEIGHBORHOOD TOBACCO OUTLET / MARION,2500 7TH AVE,MARION,52302.0,POINT(-91.585363 42.033257),57,LINN,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-41681200011,2021-11-05,4622,QUIK TRIP #544 / SE 14TH DM,"3941, SE 14TH ST",DES MOINES,50320.0,POINT(-93.596748 41.548497),77,POLK,1031100.0,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-34791900006,2021-03-05,5789,CASEY'S GENERAL STORE #2512 / HILLS,310 W MAIN ST,HILLS,52235.0,POINT(-91.541098 41.55423),52,JOHNSON,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-35119100015,2021-03-18,5078,CASEY'S GENERAL STORE #2096 / COUNCI,2301 S 24TH ST,COUNCIL BLUFFS,51501.0,POINT(-95.879335 41.238763),78,POTTAWATTA,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-15478100004,2018-11-05,5473,HAWKEYE CONVENIENCE STORES / MARION,2500 7TH AVE,MARION,52302,POINT(-91.585363 42.033257),57,LINN,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-26993100041,2020-05-04,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-17928600024,2019-03-05,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT(-91.658577 41.955859),57,LINN,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-27188500006,2020-05-12,4524,CASEY'S GENERAL STORE #1139 / NORA SPRINGS,14 E CONGRESS,NORA SPRINGS,50458.0,POINT(-93.005225 43.142731),34,FLOYD,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-17479700007,2019-02-11,4475,BUCKY'S EXPRESS #27 / COUNCIL BLUFFS,2713 S 24TH ST,COUNCIL BLUFFS,51501,POINT(-95.879147 41.234536),78,POTTAWATTA,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-30992800175,2020-10-13,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322.0,POINT(-93.739105 41.629364),77,POLK,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-19227100003,2019-05-08,5671,RUSS'S MARKET #30,900 S LOCUST,GLENWOOD,51534,POINT(-95.745944 41.038205),65,MILLS,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-17688400005,2019-02-20,5076,CUBBY'S SIOUX CITY,4200 S YORK ST,SIOUX CITY,51106,POINT(-96.371973 42.434257),97,WOODBURY,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-27401200035,2020-05-21,2627,HY-VEE WINE & SPIRITS #1 / MLK,3330 MARTIN LUTHER KING JR PKWY,DES MOINES,50310.0,POINT(-93.650788 41.625924),77,POLK,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-19676000025,2019-05-30,4312,I-80 LIQUOR / COUNCIL BLUFFS,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,POINT(-95.8792 41.238092),78,POTTAWATTA,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-33122400031,2020-12-30,2601,HY-VEE FOOD STORE / FAIRFIELD,1300 WEST BURLINGTON AVE,FAIRFIELD,52556.0,POINT(-91.978702 41.006456),51,JEFFERSON,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-29159500004,2020-07-31,4684,INDY 66 #928 / INDIANOLA,1201 N JEFFERSON,INDIANOLA,50125.0,,91,WARREN,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-46130100002,2022-04-01,5513,RICHMOND & FERRY BP,720 RICHMOND AVE,OTTUMWA,52501.0,POINT(-92.432493 41.007266),90,WAPELLO,1031100.0,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-40117700024,2021-09-15,4073,"UPTOWN LIQUOR, LLC",306 HWY 69 SOUTH,FOREST CITY,50436.0,POINT(-93.633306 43.261538),95,WINNEBAGO,1031100.0,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,35316,BARTON VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-25618300047,2020-03-04,2673,HY-VEE # 6/ DES MOINES,420 COURT AVE,DES MOINES,50309.0,POINT(-93.622454 41.584842),77,POLK,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35316,BARTON VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-24663100001,2020-01-20,5570,CASEY'S GENERAL STORE #2776 / CEDAR RAPIDS,701 ELLIS BLVD NW,CEDAR RAPIDS,52405.0,POINT(-91.681965 41.979335),57,LINN,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35316,BARTON VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-28158100006,2020-06-22,5356,CASEY'S GENERAL STORE # 3561/ CEDAR RAPIDS,1532 ELLIS BLVD NW,CEDAR RAPIDS,52405.0,POINT(-91.682151 41.988646),57,LINN,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35316,BARTON VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-30635700071,2020-09-29,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240.0,,52,JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,35354,ABSOLUT MANGO,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-32523700019,2020-12-08,2538,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702.0,POINT(-92.327917 42.459938),7,BLACK HAWK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,35354,ABSOLUT MANGO,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-23485500004,2019-11-26,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023.0,POINT(-93.621824 41.705188),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,35354,ABSOLUT MANGO,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-26619600025,2020-04-17,2612,HY-VEE STORE / PERRY,1215  141 ST,PERRY,50220.0,POINT(-94.104501 41.830292),25,DALLAS,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,35354,ABSOLUT MANGO,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-22186100008,2019-09-27,5467,CASEY'S GENERAL STORE #95 / DEXTER,803 STATE ST,DEXTER,50070.0,POINT(-94.22772 41.518101),25,DALLAS,1031100.0,AMERICAN VODKAS,259.0,HEAVEN HILL BRANDS,35416,BURNETTS VODKA 80PRF,12,750,4.48,6.72,24,161.28,18.0,4.75
INV-16546000007,2018-12-26,4491,CASEY'S GENERAL STORE #2772 / CEDAR RAPIDS,3349 MT VERNON RD SE,CEDAR RAPIDS,52403,POINT(-91.619027 41.976807),57,LINN,1031100.0,AMERICAN VODKAS,259.0,HEAVEN HILL BRANDS,35416,BURNETTS VODKA 80PRF,12,750,4.48,6.72,24,161.28,18.0,4.75
INV-23210000030,2019-11-13,2285,JOHN'S GROCERY,401 EAST MARKET ST,IOWA CITY,52240.0,POINT(-91.529854 41.663541),52,JOHNSON,1031100.0,AMERICAN VODKAS,259.0,HEAVEN HILL BRANDS,35416,BURNETTS VODKA 80PRF,12,750,4.5,6.75,24,162.0,18.0,4.75
