invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-33681600011,2021-01-22,4585,CASEY'S GENERAL STORE #2561 / FARLEY,"306, 1ST ST SW",FARLEY,52046.0,POINT(-91.006139 42.439552),31,DUBUQUE,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-40597300004,2021-10-01,5576,CASEY'S GENERAL STORE #3449 / WAPELLO,13410 IA HWY 78,WAPELLO,52653.0,POINT(-91.185031 41.087806),58,LOUISA,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-30032300024,2020-09-08,5326,ALS LIQUOR,215 W. MILWAUKEE AVE,STORM LAKE,50588.0,POINT(-95.202405 42.647492),11,BUENA VIST,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-18694500007,2019-04-10,5301,YESWAY STORE # 10012/ OTTUMWA,2508 COURT ST N,OTTUMWA,52501,POINT(-92.409169 41.051858),90,WAPELLO,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-18507200007,2019-04-02,5270,CASEY'S GENERAL STORE # 2783/ URBAND,4901 86TH ST,URBANDALE,50322,POINT(-93.736378 41.649717),77,POLK,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-18797500003,2019-04-16,5378,CASEY'S GENERAL STORE # 2543/ ALBION,201 S MAIN ST.,ALBION,50005,POINT(-92.990038 42.110344),64,MARSHALL,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-48371900001,2022-06-15,5349,CASEY'S GENERAL STORE # 3564/ ROBINS,990 ROBINS SQUARE DR.,ROBINS,52328.0,POINT(-91.65404 42.068205),57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16074200017,2018-12-04,3666,TARGET STORE T-1771 / CEDAR RAPIDS,3400 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT(-91.716111 41.944272),57,LINN,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16016000001,2018-12-03,4999,CASEY'S GENERAL STORE #2680 / CLARKS,213 S MAIN ST,CLARKSVILLE,50619,POINT(-92.667759 42.783193),12,BUTLER,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16061300008,2018-12-04,5097,FAREWAY STORES #151 / CEDAR RAPIDS,3717 1ST AVE SE,CEDAR RAPIDS,52403,,57,LINN,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-15998600036,2018-11-30,4848,KUM & GO #246 / WINTERSET,111 E JEFFERSON ST,WINTERSET,50273,POINT(-94.012692 41.335457),61,MADISON,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16283400016,2018-12-12,4228,FAREWAY STORES #462 / VINTON,501 A AVE,VINTON,52349,POINT(-92.025603 42.166166),6,BENTON,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16404700036,2018-12-18,5126,PRICE CHOPPER  /  MERLE HAY #1315,4343 MERLE HAY RD,DES MOINES,50310,POINT(-93.697647 41.637408),77,POLK,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-33935000002,2021-02-01,5824,CASEY'S GENERAL STORE #1695 / SOLON,203 S MARKET ST,SOLON,52333.0,POINT(-91.492953 41.806076),52,JOHNSON,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-37574600034,2021-06-17,2600,HY-VEE FOOD STORE / OSKALOOSA,110  S  D  ST,OSKALOOSA,52577.0,POINT(-92.649764 41.295218),62,MAHASKA,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-37734300003,2021-06-22,5745,CASEY'S GENERAL STORE #3292,1906 3RD AVE SE,INDEPENDENCE,50644.0,POINT(-91.890216 42.451427),10,BUCHANAN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-22283000030,2019-10-02,3626,WAL-MART 2714 / SPENCER,500  11TH ST,SPENCER,51301.0,POINT(-95.152474 43.126816),21,CLAY,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-22403200051,2019-10-08,2623,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104.0,POINT(-96.417783 42.519886),97,WOODBURY,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-43210000034,2021-12-23,3769,WAL-MART 0753 / CEDAR FALLS,525 BRANDILYNN BLVD,CEDAR FALLS,50613.0,POINT(-92.440035 42.485038),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16945100100,2019-01-15,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322,POINT(-93.739105 41.629364),77,POLK,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-22615300031,2019-10-17,5126,PRICE CHOPPER  /  MERLE HAY #1315,4343 MERLE HAY RD,DES MOINES,50310.0,POINT(-93.697647 41.637408),77,POLK,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-45270200009,2022-07-26,5775,CASEY'S GENERAL STORE #1378 / JESUP,1330 6TH ST,JESUP,50648,POINT(-92.063377 42.469199),,BUCHANAN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-45698700013,2022-03-18,5782,CASEY'S GENERAL STORE #3606,5150 100TH STREET,URBANDALE,50322.0,,77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-34471900012,2021-02-19,4473,CASEY'S GENERAL STORE #92 / PANORA,"113, NE 3RD ST",PANORA,50216.0,POINT(-94.361364 41.692351),39,GUTHRIE,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-34639100009,2021-02-26,5556,CASEY'S GENERAL STORE #2891 / FORT DODGE,235 AVE O,FORT DODGE,50501.0,POINT(-94.20311 42.48687),94,WEBSTER,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-36113300002,2021-04-26,4539,CASEY'S GENERAL STORE #40 / SCRANTON,900 LOCUST ST,SCRANTON,51462.0,POINT(-94.551577 42.02248),37,GREENE,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-17183900001,2019-01-28,4555,CASEY'S GENERAL STORE #2614 / DONNELLSON,201 MADISON AVE,DONNELLSON,52625,POINT(-91.560169 40.639013),56,LEE,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-17086700012,2019-01-23,3949,WAL-MART 0751 / PELLA,1650 WASHINGTON ST,PELLA,50219,POINT(-92.933676 41.410379),63,MARION,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-18309600031,2019-03-25,5128,PRICE CHOPPER  /  BEAVER #1310,1819 BEAVER AVE,DES MOINES,50310,POINT(-93.672695 41.610525),77,POLK,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-32823800001,2020-12-17,5664,CASEY'S GENERAL STORE #45 / DES MOINES,2890 E BROADWAY AVE,DES MOINES,50317.0,,77,POLK,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-36253100001,2021-04-30,4937,ROCSTOP,1310 W SHERIDAN AVE,SHENANDOAH,51601.0,POINT(-95.38464 40.765869),73,PAGE,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-40028500027,2021-09-13,4001,WAL-MART 1787 / CARROLL,2014 KITTY HAWK AVE,CARROLL,51401.0,POINT(-94.893501 42.081312),14,CARROLL,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-49238300027,2022-07-15,5569,CASEY'S GENERAL STORE #2765 / CEDAR RAPIDS,5050 NORTHLAND AVE NE,CEDAR RAPIDS,52402,POINT(-91.631682 42.02846),57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-51069200038,2022-09-09,3829,GARY'S FOODS / MT VERNON,715  1ST AVE S,MOUNT VERNON,52314,,,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-30898300002,2020-10-09,5907,MARTELLE STORE,400 S. MILITARY ST,MARTELLE,52305.0,POINT(-91.360942 42.020146),53,JONES,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-43543600049,2022-01-05,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401.0,POINT(-91.659875 41.97574),57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-40911200033,2021-10-12,4153,FAREWAY STORES #067 / EVANSDALE,215 S EVANS RD,EVANSDALE,50707.0,POINT(-92.287834 42.475631),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-41370700016,2021-10-26,3690,TARGET STORE T-1792 / WATERLOO,1501 E SAN MARNAN,WATERLOO,50702.0,POINT(-92.325387 42.464521),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-40079800001,2021-09-14,6005,CASEY'S GENERAL STORE #2865 / CEDAR FALLS,5908 NORDIC DR,CEDAR FALLS,50613.0,POINT(-92.44761 42.484587),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-40587500041,2021-09-30,5126,PRICE CHOPPER  /  MERLE HAY #1315,4343 MERLE HAY RD,DES MOINES,50310.0,POINT(-93.697647 41.637408),77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-40587800004,2021-09-30,5887,CASEY'S GENERAL STORE #2392,5340 NW BEAVER DR,JOHNSTON,50131.0,POINT(-93.684566 41.657509),77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-40559100063,2021-09-30,2571,HY-VEE FOOD STORE #2 / WATERLOO,2181 LOGAN AVE,WATERLOO,50703.0,POINT(-92.337583 42.530476),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-25659100001,2020-03-06,5545,CASEY'S GENERAL STORE #91 / DALLAS CENTER,1202 SUGAR GROVE AVE,DALLAS CENTER,50063.0,POINT(-93.958985 41.688243),25,DALLAS,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-23945600007,2019-12-16,5399,CASEY'S GENERAL STORE # 1876/MANLY,505 HWY 65 S,MANLY,50456.0,POINT(-93.210905 43.283246),98,WORTH,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-20149800001,2019-06-21,5217,CASEY'S GENERAL STORE #1511 / SEYMOU,500 W MAIN ST,SEYMOUR,52590,POINT(-93.121487 40.681485),93,WAYNE,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-19838300023,2019-06-06,4675,KUM & GO #113 / AMES,2801 E 13TH ST,AMES,50010,POINT(-93.575702 42.034562),85,STORY,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-20139900001,2019-06-21,5544,CASEY'S GENERAL STORE #2834 / LENOX,501 N BROOKS ST,LENOX,50851,POINT(-94.56523 40.885861),87,TAYLOR,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-26072200007,2020-03-24,5331,CASEY'S GENERAL STORE # 1536/ GEORGE,301 E MICHIGAN AVE,GEORGE,51237.0,POINT(-95.998 43.343639),60,LYON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-41941000003,2021-11-12,4585,CASEY'S GENERAL STORE #2561 / FARLEY,"306, 1ST ST SW",FARLEY,52046.0,POINT(-91.006155 42.439803),31,DUBUQUE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-36549900009,2021-05-12,5673,CASEY'S GENERAL STORE #2821 / GLADBROOK,201 8TH ST,GLADBROOK,50635.0,POINT(-92.718164 42.181324),86,TAMA,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-24061100015,2019-12-20,4258,FAREWAY STORES #009 / BURLINGTON,920 LAWRENCE DR,BURLINGTON,52601.0,POINT(-91.140051 40.799097),29,DES MOINES,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-14126800021,2018-08-29,4428,KUM & GO #200 / AMES,4510 MORTENSEN RD,AMES,50014,POINT(-93.679803 42.01214),85,STORY,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-20996300022,2019-08-02,4641,KUM & GO #573 / SE 14TH DM,5830 SE 14TH ST,DES MOINES,50315,,77,POLK,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21045500003,2019-08-05,5397,CASEY'S GENERAL STORE # 2774/AMANA,617 42ND AVE,AMANA,52203.0,POINT(-91.874686 41.801173),48,IOWA,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-19002300003,2019-04-26,5059,CASEY'S GENERAL STORE #1125 / HUMEST,207 FRONT ST,HUMESTON,50123,POINT(-93.499475 40.860016),93,WAYNE,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-14881700025,2018-10-08,3889,WAL-MART 1005 / WAVERLY,700  29 ST SW,WAVERLY,50677,POINT(-92.478899 42.700321),9,BREMER,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-31747800005,2020-11-06,5296,YESWAY STORE # 10021/ WEBSTER CITY,1102 2ND ST,WEBSTER CITY,50595.0,POINT(-93.831461 42.469524),40,HAMILTON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-31842000018,2020-11-11,3949,WAL-MART 0751 / PELLA,1650 WASHINGTON ST,PELLA,50219.0,POINT(-92.933676 41.410379),63,MARION,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21353000005,2019-08-20,4524,CASEY'S GENERAL STORE #1139 / NORA SPRINGS,14 E CONGRESS,NORA SPRINGS,50458.0,POINT(-93.005225 43.142731),34,FLOYD,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21367800029,2019-08-20,3980,WAL-MART 1721 / IOWA CITY,919 HWY 1 WEST,IOWA CITY,52246.0,POINT(-91.552125 41.646646),52,JOHNSON,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-24639600010,2020-01-17,4319,FAREWAY STORES #703 / HUMBOLT,1700 10TH AVENUE N,HUMBOLDT,50548.0,POINT(-94.233695 42.731879),46,HUMBOLDT,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-24710400002,2020-01-21,5619,CASEY'S GENERAL STORE #3041 / ELK RUN HEIGHTS,5202 LAFAYETTE RD,EVANSDALE,50707.0,POINT(-92.257902 42.469069),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-24925400001,2020-01-31,5561,CASEY'S GENERAL STORE #32 / MADRID,117 N KENNEDY AVE,MADRID,50156.0,POINT(-93.815677 41.877618),8,BOONE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-27917600017,2020-06-11,4091,FAREWAY STORES #705 / CLEAR LAKE,910 HWY 18 W,CLEAR LAKE,50428.0,POINT(-93.613385 43.105949),17,CERRO GORD,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-15229300001,2018-10-23,5580,CASEY'S GENERAL STORE #2 / BOONE,114 MAMIE EISENHOWER,BOONE,50036,POINT(-93.891545 42.059601),8,BOONE,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-15328100029,2018-10-29,3868,WAL-MART 3630 / MARION,5491 BUSINESS HWY 151,MARION,52302,,57,LINN,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-45205000012,2022-03-02,5069,CASEY'S GENERAL STORE #1705 / LAKE M,101 N LAKE ST,LAKE MILLS,50450.0,POINT(-93.532484 43.419608),95,WINNEBAGO,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-32005600002,2020-11-17,5979,CASEY'S GENERAL STORE #2665 / WOODBINE,602 LINCOLNWAY ST,WOODBINE,51579.0,POINT(-95.703113 41.738436),43,HARRISON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21607900006,2019-08-30,5041,CASEY'S GENERAL STORE #3309 / MONTEZ,106 N FRONT ST,MONTEZUMA,50171.0,POINT(-92.52723 41.58587),79,POWESHIEK,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-42650500022,2021-12-07,3888,WAL-MART 0647 / GRINNELL,415 INDUSTRIAL AVE,GRINNELL,50112.0,POINT(-92.730259 41.720919),79,POWESHIEK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-20743000007,2019-07-19,5288,YESWAY STORE # 10016/ FORT DODGE,1601 5TH AVE,FORT DODGE,50501.0,,94,WEBSTER,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-20580900003,2019-07-12,4543,CASEY'S GENERAL STORE #2924 / MARION,1100 EAGLE VIEW DR,MARION,52302.0,POINT(-91.553462 42.037621),57,LINN,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21787800019,2019-09-09,5726,EHLINGER'S VINTON EXPRESS,310 K AVENUE SOUTH,VINTON,52349.0,POINT(-92.037532 42.168297),6,BENTON,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-15386800001,2018-10-31,5216,CASEY'S GENERAL STORE #2683  /  RUNN,"6301, SE 116TH ST",RUNNELLS,50237,POINT(-93.357883 41.522454),77,POLK,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-26780600002,2020-04-24,4664,CASEY'S GENERAL STORE #24 / BOONE,1127 STORY,BOONE,50036.0,POINT(-93.880068 42.067645),8,BOONE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-28352800006,2020-06-29,2714,HY-VEE / VINTON,911 S. K AVE,VINTON,52349.0,POINT(-92.037751 42.16218),6,BENTON,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-15752000004,2018-11-16,4657,CASEY'S GENERAL STORE #2526 / WELLSBURG,308 N WASHINGTON,WELLSBURG,50680,POINT(-92.925287 42.43855),38,GRUNDY,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-30259900032,2020-09-15,5096,WALGREENS #11710 / NORTH LIBERTY,625 PACHA PARKWAY,NORTH LIBERTY,52317.0,POINT(-91.606273 41.752793),52,JOHNSON,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-30312400006,2020-09-17,4077,XO FOOD AND LIQUOR,428 FRANKLIN ST,WATERLOO,50703.0,POINT(-92.334641 42.501602),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-48717600002,2022-06-27,2628,HY-VEE FOOD STORE / ELDORA,1616 EDGINGTON AVE,ELDORA,50627.0,POINT(-93.103765 42.360631),42,HARDIN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16611300017,2018-12-28,5251,NORTHSIDE LIQUOR,"1303, NORTH FEDERAL",MASON CITY,50401,POINT(-93.201061 43.163663),17,CERRO GORD,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16589500002,2018-12-27,5633,HOME TOWN WINE & SPIRITS,1202 A AVE E,OSKALOOSA,52577,POINT(-92.631487 41.296286),62,MAHASKA,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16687500065,2019-01-02,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT(-91.658577 41.955859),57,LINN,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-22585600015,2019-10-16,4854,CASEY'S GENERAL STORE #3029 / ARMSTRONG,"307, S 4TH AVE",ARMSTRONG,50514.0,POINT(-94.483108 43.39274),32,EMMET,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-22623700011,2019-10-17,4795,WALGREENS #00359 / DES MOINES,2545 E EUCLID AVE,DES MOINES,50317.0,POINT(-93.568668 41.627702),77,POLK,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-45127000024,2022-02-28,3890,SMOKIN' JOE'S #7 TOBACCO AND LIQUOR OUTLET,904  1ST AVE NW,CEDAR RAPIDS,52405.0,POINT(-91.683667 41.972773),57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
